timestamp,signal,label,barrier_touched,days_to_barrier,return_at_barrier
2018-04-17,-1,0.0,upper,4.0,0.1201
2018-04-18,-1,0.0,upper,3.0,0.0921
2018-04-19,-1,0.0,upper,5.0,0.1603
2018-04-20,-1,0.0,upper,4.0,0.1338
2018-04-21,-1,0.0,upper,3.0,0.0902
2018-04-22,-1,0.0,upper,2.0,0.1026
2018-04-23,-1,0.0,upper,1.0,0.0899
2018-04-24,-1,1.0,lower,1.0,-0.0962
2018-04-25,-1,0.0,time,5.0,0.0414
2018-04-26,-1,1.0,time,5.0,-0.0216
2018-04-27,-1,0.0,time,5.0,0.0202
2018-04-28,-1,0.0,time,5.0,0.0321
2018-04-29,-1,0.0,time,5.0,0.0326
2018-04-30,-1,0.0,time,5.0,0.0599
2018-05-01,-1,0.0,time,5.0,0.0602
2018-05-02,-1,0.0,time,5.0,0.0201
2018-05-03,-1,1.0,time,5.0,-0.043
2018-05-04,-1,1.0,time,5.0,-0.0408
2018-05-05,-1,1.0,lower,5.0,-0.0851
2018-05-06,-1,1.0,lower,5.0,-0.1312
2018-05-07,-1,1.0,lower,4.0,-0.102
2018-05-08,-1,1.0,lower,3.0,-0.0848
2018-05-09,-1,1.0,lower,2.0,-0.0956
2018-05-10,-1,1.0,time,5.0,-0.057
2018-05-11,-1,1.0,time,5.0,-0.0075
2018-05-12,1,0.0,time,5.0,-0.0514
2018-05-13,1,0.0,lower,4.0,-0.0751
2018-05-14,1,0.0,lower,3.0,-0.0766
2018-05-15,1,0.0,time,5.0,-0.0036
2018-05-16,1,1.0,time,5.0,0.0014
2018-05-17,1,0.0,time,5.0,-0.0058
2018-05-18,1,0.0,lower,5.0,-0.0821
2018-05-19,1,0.0,lower,4.0,-0.0794
2018-05-20,1,0.0,lower,3.0,-0.111
2018-05-21,1,0.0,lower,2.0,-0.1005
2018-05-22,1,0.0,lower,3.0,-0.0694
2018-05-23,1,0.0,time,5.0,-0.0607
2018-05-24,1,0.0,lower,4.0,-0.0617
2018-05-25,1,0.0,time,5.0,-0.0123
2018-05-26,1,1.0,time,5.0,0.0178
2018-05-27,1,1.0,time,5.0,0.0217
2018-05-28,1,1.0,upper,5.0,0.0622
2018-05-29,1,1.0,time,5.0,0.025
2018-05-30,1,1.0,time,5.0,0.0112
2018-05-31,1,1.0,time,5.0,0.0145
2018-06-01,1,1.0,time,5.0,0.0157
2018-06-02,1,1.0,time,5.0,0.0061
2018-06-03,1,0.0,time,5.0,-0.0104
2018-06-04,1,0.0,time,5.0,-0.0066
2018-06-05,1,0.0,lower,5.0,-0.1099
2018-06-06,1,0.0,lower,4.0,-0.1147
2018-06-07,1,0.0,lower,3.0,-0.1158
2018-06-08,1,0.0,lower,2.0,-0.1088
2018-06-09,1,0.0,lower,1.0,-0.0893
2018-06-10,1,0.0,lower,3.0,-0.0683
2018-06-11,1,0.0,lower,2.0,-0.0827
2018-06-12,1,0.0,time,5.0,-0.0251
2018-06-13,1,1.0,time,5.0,0.0528
2018-06-14,1,1.0,time,5.0,0.0096
2018-06-15,1,1.0,time,5.0,0.0469
2018-06-16,1,1.0,time,5.0,0.0316
2018-06-17,1,0.0,time,5.0,-0.0527
2018-06-18,1,0.0,lower,4.0,-0.0922
2018-06-19,1,0.0,lower,3.0,-0.0968
2018-06-20,1,0.0,lower,2.0,-0.0977
2018-06-21,1,0.0,lower,1.0,-0.0936
2018-06-22,1,1.0,time,5.0,0.0045
2018-06-23,1,0.0,time,5.0,-0.0481
2018-06-24,1,1.0,time,5.0,0.0035
2018-06-25,1,1.0,time,5.0,0.0193
2018-06-26,1,1.0,time,5.0,0.0393
2018-06-27,1,1.0,upper,5.0,0.0753
2018-06-28,1,1.0,upper,2.0,0.0795
2018-06-29,1,1.0,time,5.0,0.0599
2018-06-30,1,1.0,time,5.0,0.0265
2018-07-01,1,1.0,time,5.0,0.045
2018-07-02,1,1.0,time,5.0,0.0246
2018-07-03,1,1.0,time,5.0,0.0308
2018-07-04,1,1.0,time,5.0,0.013
2018-07-05,1,0.0,time,5.0,-0.0365
2018-07-06,1,0.0,time,5.0,-0.0337
2018-07-07,1,0.0,lower,3.0,-0.0699
2018-07-08,1,0.0,lower,2.0,-0.0611
2018-07-09,1,0.0,lower,1.0,-0.0533
2018-07-10,1,1.0,time,5.0,0.008
2018-07-11,1,1.0,time,5.0,0.0521
2018-07-12,1,1.0,upper,4.0,0.0765
2018-07-13,1,1.0,upper,3.0,0.0736
2018-07-14,1,1.0,upper,2.0,0.0737
2018-07-15,1,1.0,upper,1.0,0.0569
2018-07-16,1,1.0,upper,1.0,0.0824
2018-07-17,1,1.0,time,5.0,0.0126
2018-07-18,1,1.0,time,5.0,0.0492
2018-07-19,1,1.0,upper,5.0,0.1236
2018-07-20,-1,0.0,upper,4.0,0.1387
2018-07-21,-1,0.0,upper,3.0,0.1322
2018-07-22,-1,0.0,upper,2.0,0.13
2018-07-23,-1,0.0,upper,1.0,0.089
2018-07-24,-1,1.0,time,5.0,-0.0271
2018-07-25,-1,0.0,time,5.0,0.0051
2018-07-26,-1,1.0,time,5.0,-0.0244
2018-07-27,-1,1.0,time,5.0,-0.0677
2018-07-28,-1,1.0,lower,4.0,-0.0734
2018-07-29,-1,1.0,lower,3.0,-0.0741
2018-07-30,-1,1.0,lower,2.0,-0.0727
2018-07-31,-1,1.0,lower,4.0,-0.099
2018-08-01,-1,1.0,lower,3.0,-0.0826
2018-08-02,-1,1.0,lower,2.0,-0.0731
2018-08-03,-1,1.0,lower,3.0,-0.0678
2018-08-04,-1,1.0,lower,4.0,-0.1131
2018-08-05,-1,1.0,lower,3.0,-0.117
2018-08-06,-1,1.0,lower,2.0,-0.1012
2018-08-07,-1,1.0,lower,1.0,-0.0698
2018-08-08,-1,0.0,time,5.0,0.0039
2018-08-09,1,0.0,time,5.0,-0.0501
2018-08-10,1,1.0,time,5.0,0.0163
2018-08-11,1,1.0,time,5.0,0.0166
2018-08-12,1,1.0,time,5.0,0.0385
2018-08-13,1,1.0,time,5.0,0.0155
2018-08-14,1,1.0,time,5.0,0.0415
2018-08-15,1,0.0,time,5.0,-0.004
2018-08-16,1,1.0,time,5.0,0.0247
2018-08-17,1,0.0,time,5.0,-0.0357
2018-08-18,1,1.0,time,5.0,0.0215
2018-08-19,1,1.0,time,5.0,0.0317
2018-08-20,1,1.0,upper,4.0,0.0683
2018-08-21,1,1.0,time,5.0,0.0401
2018-08-22,1,1.0,upper,5.0,0.0868
2018-08-23,1,1.0,upper,5.0,0.0817
2018-08-24,1,1.0,time,5.0,0.0528
2018-08-25,1,1.0,time,5.0,0.0419
2018-08-26,1,1.0,time,5.0,0.043
2018-08-27,1,1.0,time,5.0,0.0425
2018-08-28,1,1.0,time,5.0,0.0319
2018-08-29,-1,0.0,time,5.0,0.0299
2018-08-30,-1,0.0,time,5.0,0.0466
2018-08-31,-1,1.0,time,5.0,-0.0381
2018-09-01,-1,1.0,lower,4.0,-0.0639
2018-09-02,-1,1.0,lower,3.0,-0.0768
2018-09-03,-1,1.0,lower,2.0,-0.0708
2018-09-04,-1,1.0,lower,1.0,-0.0842
2018-09-05,-1,1.0,lower,3.0,-0.0902
2018-09-06,-1,1.0,time,5.0,-0.0343
2018-09-07,-1,1.0,time,5.0,-0.013
2018-09-08,-1,0.0,time,5.0,0.0482
2018-09-09,-1,0.0,time,5.0,0.0375
2018-09-10,-1,0.0,time,5.0,0.0346
2018-09-11,-1,0.0,time,5.0,0.0356
2018-09-12,-1,1.0,time,5.0,-0.0128
2018-09-13,-1,1.0,time,5.0,-0.0217
2018-09-14,-1,1.0,time,5.0,-0.018
2018-09-15,-1,1.0,time,5.0,-0.0059
2018-09-16,-1,0.0,time,5.0,0.0385
2018-09-17,-1,0.0,upper,4.0,0.0787
2018-09-18,-1,0.0,upper,3.0,0.0633
2018-09-19,-1,0.0,upper,2.0,0.0575
2018-09-20,-1,1.0,time,5.0,-0.0078
2018-09-21,-1,1.0,time,5.0,-0.0452
2018-09-22,-1,1.0,time,5.0,-0.0064
2018-09-23,-1,1.0,time,5.0,-0.0114
2018-09-24,-1,0.0,time,5.0,0.0015
2018-09-25,-1,0.0,time,5.0,0.0283
2018-09-26,-1,0.0,time,5.0,0.0208
2018-09-27,-1,1.0,time,5.0,-0.0272
2018-09-28,-1,1.0,time,5.0,-0.0206
2018-09-29,-1,1.0,time,5.0,-0.0042
2018-09-30,-1,1.0,time,5.0,-0.0007
2018-10-01,-1,1.0,time,5.0,-0.0015
2018-10-02,-1,0.0,time,5.0,0.0092
2018-10-03,-1,0.0,time,5.0,0.0234
2018-10-04,-1,0.0,time,5.0,0.0083
2018-10-05,-1,1.0,time,5.0,-0.0059
2018-10-06,-1,1.0,lower,5.0,-0.0553
2018-10-07,-1,1.0,lower,4.0,-0.0547
2018-10-08,-1,1.0,lower,3.0,-0.065
2018-10-09,-1,1.0,lower,2.0,-0.0621
2018-10-10,-1,1.0,lower,1.0,-0.0543
2018-10-11,-1,0.0,upper,4.0,0.066
2018-10-12,-1,0.0,upper,3.0,0.0578
2018-10-13,1,1.0,upper,2.0,0.0532
2018-10-14,1,1.0,upper,1.0,0.051
2018-10-15,1,0.0,time,5.0,-0.0196
2018-10-16,1,0.0,time,5.0,-0.0156
2018-10-17,1,0.0,time,5.0,-0.0187
2018-10-18,1,0.0,time,5.0,-0.0069
2018-10-19,1,0.0,time,5.0,-0.0004
2018-10-20,1,0.0,time,5.0,-0.0112
2018-10-21,1,0.0,time,5.0,-0.0094
2018-10-22,1,0.0,time,5.0,-0.0086
2018-10-23,1,1.0,time,5.0,0.0013
2018-10-24,1,0.0,time,5.0,-0.0296
2018-10-25,1,0.0,time,5.0,-0.0198
2018-10-26,1,0.0,time,5.0,-0.0159
2018-10-27,1,0.0,time,5.0,-0.012
2018-10-28,1,0.0,lower,1.0,-0.0295
2018-10-29,1,1.0,time,5.0,0.0151
2018-10-30,1,1.0,time,5.0,0.003
2018-10-31,1,1.0,time,5.0,0.0076
2018-11-01,1,1.0,time,5.0,0.0148
2018-11-02,1,1.0,time,5.0,0.023
2018-11-03,1,1.0,upper,4.0,0.0288
2018-11-04,1,1.0,upper,3.0,0.0346
2018-11-05,1,1.0,upper,2.0,0.0245
2018-11-06,1,0.0,time,5.0,-0.0063
2018-11-07,1,0.0,lower,2.0,-0.0248
2018-11-08,1,0.0,time,5.0,-0.0149
2018-11-09,1,0.0,lower,5.0,-0.1039
2018-11-10,1,0.0,lower,4.0,-0.1064
2018-11-11,1,0.0,lower,3.0,-0.1071
2018-11-12,1,0.0,lower,2.0,-0.1035
2018-11-13,1,0.0,lower,1.0,-0.1009
2018-11-14,1,0.0,lower,5.0,-0.1675
2018-11-15,1,0.0,lower,4.0,-0.1511
2018-11-16,1,0.0,lower,3.0,-0.1375
2018-11-17,1,0.0,lower,2.0,-0.1356
2018-11-18,1,0.0,lower,1.0,-0.1427
2018-11-19,1,0.0,lower,3.0,-0.1267
2018-11-20,1,0.0,lower,4.0,-0.1332
2018-11-21,1,0.0,lower,3.0,-0.1691
2018-11-22,1,0.0,lower,4.0,-0.1222
2018-11-23,1,0.0,lower,1.0,-0.1164
2018-11-24,1,1.0,time,5.0,0.0939
2018-11-25,1,0.0,time,5.0,-0.0075
2018-11-26,1,1.0,upper,2.0,0.1128
2018-11-27,1,1.0,upper,1.0,0.1073
2018-11-28,1,0.0,time,5.0,-0.0954
2018-11-29,1,0.0,time,5.0,-0.0817
2018-11-30,1,0.0,time,5.0,-0.0665
2018-12-01,1,0.0,lower,5.0,-0.188
2018-12-02,1,0.0,lower,4.0,-0.1723
2018-12-03,1,0.0,lower,4.0,-0.1293
2018-12-04,1,0.0,lower,2.0,-0.1275
2018-12-05,1,0.0,time,5.0,-0.0885
2018-12-06,1,0.0,time,5.0,-0.0271
2018-12-07,1,1.0,time,5.0,0.0086
2018-12-08,1,0.0,time,5.0,-0.0387
2018-12-09,1,0.0,time,5.0,-0.0988
2018-12-10,1,0.0,time,5.0,-0.0637
2018-12-11,1,0.0,time,5.0,-0.0491
2018-12-12,1,1.0,time,5.0,0.0196
2018-12-13,1,1.0,upper,5.0,0.104
2018-12-14,1,1.0,upper,3.0,0.0862
2018-12-15,1,1.0,upper,2.0,0.0845
2018-12-16,1,1.0,upper,1.0,0.0861
2018-12-17,1,1.0,upper,3.0,0.1479
2018-12-18,1,1.0,upper,2.0,0.1061
2018-12-19,1,1.0,upper,1.0,0.0974
2018-12-20,1,0.0,time,5.0,-0.0798
2018-12-21,1,0.0,time,5.0,-0.0169
2018-12-22,1,0.0,time,5.0,-0.0989
2018-12-23,1,0.0,time,5.0,-0.0224
2018-12-24,1,0.0,lower,3.0,-0.1154
2018-12-25,1,1.0,time,5.0,0.0122
2018-12-26,1,0.0,time,5.0,-0.0238
2018-12-27,1,1.0,time,5.0,0.056
2018-12-28,1,1.0,time,5.0,0.0046
2018-12-29,1,0.0,time,5.0,-0.0012
2018-12-30,1,1.0,time,5.0,0.0017
2018-12-31,1,1.0,time,5.0,0.0275
2019-01-01,1,1.0,time,5.0,0.0562
2019-01-02,1,1.0,time,5.0,0.0299
2019-01-03,1,1.0,time,5.0,0.0516
2019-01-04,1,1.0,time,5.0,0.0453
2019-01-05,1,0.0,time,5.0,-0.0463
2019-01-06,1,0.0,lower,4.0,-0.1021
2019-01-07,1,0.0,lower,3.0,-0.0962
2019-01-08,1,0.0,lower,2.0,-0.0921
2019-01-09,1,0.0,lower,1.0,-0.0943
2019-01-10,1,0.0,time,5.0,-0.0156
2019-01-11,1,0.0,time,5.0,-0.0097
2019-01-12,1,1.0,time,5.0,0.0062
2019-01-13,1,1.0,time,5.0,0.0287
2019-01-14,1,1.0,time,5.0,0.0072
2019-01-15,1,0.0,time,5.0,-0.0081
2019-01-16,1,0.0,time,5.0,-0.0187
2019-01-17,1,0.0,time,5.0,-0.0138
2019-01-18,1,0.0,time,5.0,-0.0118
2019-01-19,1,0.0,time,5.0,-0.0304
2019-01-20,1,1.0,time,5.0,0.0072
2019-01-21,1,1.0,time,5.0,0.0095
2019-01-22,1,0.0,time,5.0,-0.0051
2019-01-23,1,0.0,time,5.0,-0.0353
2019-01-24,1,0.0,time,5.0,-0.0433
2019-01-25,1,0.0,time,5.0,-0.0305
2019-01-26,1,0.0,time,5.0,-0.038
2019-01-27,1,0.0,time,5.0,-0.0253
2019-01-28,1,1.0,time,5.0,0.0157
2019-01-29,1,1.0,time,5.0,0.0118
2019-01-30,1,1.0,time,5.0,0.0018
2019-01-31,1,1.0,time,5.0,0.011
2019-02-01,1,0.0,time,5.0,-0.0171
2019-02-02,1,0.0,time,5.0,-0.0269
2019-02-03,1,1.0,upper,5.0,0.0591
2019-02-04,1,1.0,upper,4.0,0.0562
2019-02-05,1,1.0,upper,3.0,0.0545
2019-02-06,1,1.0,upper,2.0,0.0731
2019-02-07,1,1.0,upper,1.0,0.0766
2019-02-08,1,0.0,time,5.0,-0.0149
2019-02-09,1,0.0,time,5.0,-0.0214
2019-02-10,-1,1.0,time,5.0,-0.0205
2019-02-11,-1,1.0,time,5.0,-0.0024
2019-02-12,-1,0.0,time,5.0,0.0085
2019-02-13,-1,0.0,upper,5.0,0.0738
2019-02-14,-1,0.0,upper,4.0,0.0795
2019-02-15,-1,0.0,upper,3.0,0.0762
2019-02-16,-1,0.0,upper,2.0,0.0703
2019-02-17,-1,0.0,upper,1.0,0.0587
2019-02-18,-1,0.0,upper,5.0,0.0572
2019-02-19,-1,0.0,upper,4.0,0.0499
2019-02-20,-1,1.0,lower,4.0,-0.0606
2019-02-21,-1,0.0,upper,2.0,0.0449
2019-02-22,-1,1.0,lower,2.0,-0.0598
2019-02-23,-1,1.0,lower,1.0,-0.0949
2019-02-24,-1,0.0,time,5.0,0.0193
2019-02-25,-1,1.0,time,5.0,-0.0013
2019-02-26,-1,1.0,time,5.0,-0.0006
2019-02-27,-1,1.0,time,5.0,-0.0267
2019-02-28,-1,0.0,time,5.0,0.0096
2019-03-01,-1,0.0,time,5.0,0.0117
2019-03-02,-1,0.0,time,5.0,0.0135
2019-03-03,-1,0.0,time,5.0,0.0143
2019-03-04,-1,0.0,upper,5.0,0.0598
2019-03-05,-1,0.0,time,5.0,0.0183
2019-03-06,-1,1.0,time,5.0,-0.0
2019-03-07,-1,0.0,time,5.0,0.0012
2019-03-08,-1,0.0,time,5.0,0.001
2019-03-09,-1,1.0,time,5.0,-0.0166
2019-03-10,-1,0.0,time,5.0,0.0005
2019-03-11,-1,0.0,time,5.0,0.0375
2019-03-12,-1,0.0,time,5.0,0.0266
2019-03-13,-1,0.0,time,5.0,0.0308
2019-03-14,-1,0.0,time,5.0,0.0347
2019-03-15,-1,0.0,time,5.0,0.0301
2019-03-16,-1,1.0,time,5.0,-0.0061
2019-03-17,-1,0.0,time,5.0,0.0021
2019-03-18,-1,0.0,time,5.0,0.0056
2019-03-19,-1,1.0,time,5.0,-0.005
2019-03-20,-1,1.0,time,5.0,-0.0296
2019-03-21,-1,1.0,time,5.0,-0.0113
2019-03-22,-1,0.0,time,5.0,0.0117
2019-03-23,-1,0.0,time,5.0,0.0048
2019-03-24,-1,0.0,time,5.0,0.0272
2019-03-25,-1,0.0,upper,4.0,0.0438
2019-03-26,-1,0.0,upper,3.0,0.041
2019-03-27,-1,0.0,time,5.0,0.0269
2019-03-28,-1,0.0,upper,4.0,0.0289
2019-03-29,-1,0.0,upper,4.0,0.1697
2019-03-30,-1,0.0,upper,3.0,0.1696
2019-03-31,-1,0.0,upper,2.0,0.1697
2019-04-01,-1,0.0,upper,1.0,0.1593
2019-04-02,-1,0.0,time,5.0,0.0627
2019-04-03,-1,0.0,time,5.0,0.0609
2019-04-04,-1,0.0,time,5.0,0.0543
2019-04-05,-1,0.0,time,5.0,0.057
2019-04-06,-1,0.0,time,5.0,0.0012
2019-04-07,-1,1.0,time,5.0,-0.0184
2019-04-08,-1,1.0,time,5.0,-0.0375
2019-04-09,-1,1.0,time,5.0,-0.0044
2019-04-10,-1,1.0,time,5.0,-0.052
2019-04-11,-1,0.0,time,5.0,0.0323
2019-04-12,-1,0.0,time,5.0,0.0265
2019-04-13,-1,0.0,time,5.0,0.039
2019-04-14,-1,0.0,time,5.0,0.0251
2019-04-15,-1,0.0,time,5.0,0.0518
2019-04-16,-1,0.0,time,5.0,0.0185
2019-04-17,-1,0.0,time,5.0,0.0306
2019-04-18,-1,0.0,time,5.0,0.0523
2019-04-19,-1,0.0,time,5.0,0.032
2019-04-20,-1,1.0,time,5.0,-0.0199
2019-04-21,-1,1.0,time,5.0,-0.0029
2019-04-22,-1,1.0,time,5.0,-0.0233
2019-04-23,-1,1.0,lower,2.0,-0.066
2019-04-24,-1,1.0,time,5.0,-0.0474
2019-04-25,-1,0.0,time,5.0,0.0171
2019-04-26,-1,0.0,time,5.0,0.011
2019-04-27,-1,0.0,time,5.0,0.0362
2019-04-28,-1,0.0,upper,5.0,0.0863
2019-04-29,-1,0.0,upper,4.0,0.0974
2019-04-30,-1,0.0,upper,3.0,0.0796
2019-05-01,-1,0.0,upper,2.0,0.068
2019-05-02,-1,0.0,upper,1.0,0.0502
2019-05-03,-1,0.0,time,5.0,0.0387
2019-05-04,-1,0.0,upper,5.0,0.0609
2019-05-05,-1,0.0,upper,4.0,0.0703
2019-05-06,-1,0.0,upper,3.0,0.0762
2019-05-07,-1,0.0,upper,2.0,0.0545
2019-05-08,-1,0.0,upper,2.0,0.0669
2019-05-09,-1,0.0,upper,2.0,0.1627
2019-05-10,-1,0.0,upper,1.0,0.1305
2019-05-11,-1,0.0,upper,3.0,0.0961
2019-05-12,-1,0.0,upper,1.0,0.1156
2019-05-13,-1,1.0,time,5.0,-0.0669
2019-05-14,-1,0.0,time,5.0,0.0221
2019-05-15,-1,1.0,lower,2.0,-0.1094
2019-05-16,-1,0.0,time,5.0,0.0104
2019-05-17,-1,0.0,time,5.0,0.043
2019-05-18,-1,0.0,upper,1.0,0.1123
2019-05-19,-1,1.0,time,5.0,-0.0237
2019-05-20,-1,0.0,time,5.0,0.0076
2019-05-21,-1,0.0,time,5.0,0.0811
2019-05-22,-1,0.0,upper,4.0,0.1186
2019-05-23,-1,0.0,upper,4.0,0.1146
2019-05-24,-1,0.0,upper,3.0,0.1
2019-05-25,-1,0.0,upper,2.0,0.0924
2019-05-26,-1,1.0,time,5.0,-0.0064
2019-05-27,-1,1.0,time,5.0,-0.0301
2019-05-28,-1,0.0,time,5.0,0.0019
2019-05-29,-1,1.0,time,5.0,-0.0567
2019-05-30,-1,1.0,time,5.0,-0.0785
2019-05-31,-1,1.0,lower,4.0,-0.1098
2019-06-01,-1,1.0,lower,3.0,-0.1073
2019-06-02,-1,1.0,lower,2.0,-0.1292
2019-06-03,-1,1.0,time,5.0,-0.0287
2019-06-04,-1,1.0,time,5.0,-0.002
2019-06-05,-1,0.0,time,5.0,0.0241
2019-06-06,-1,0.0,time,5.0,0.0098
2019-06-07,-1,0.0,time,5.0,0.0135
2019-06-08,-1,0.0,time,5.0,0.0353
2019-06-09,-1,0.0,upper,5.0,0.123
2019-06-10,-1,0.0,upper,4.0,0.0803
2019-06-11,-1,0.0,upper,3.0,0.0934
2019-06-12,-1,0.0,upper,3.0,0.0795
2019-06-13,-1,0.0,upper,3.0,0.0874
2019-06-14,-1,0.0,time,5.0,0.0685
2019-06-15,-1,0.0,upper,5.0,0.0795
2019-06-16,-1,0.0,upper,5.0,0.1195
2019-06-17,-1,0.0,upper,4.0,0.083
2019-06-18,-1,0.0,upper,3.0,0.1067
2019-06-19,-1,0.0,upper,2.0,0.0859
2019-06-20,-1,0.0,upper,2.0,0.1143
2019-06-21,-1,0.0,upper,2.0,0.0695
2019-06-22,-1,0.0,upper,3.0,0.0981
2019-06-23,-1,0.0,upper,2.0,0.085
2019-06-24,-1,0.0,upper,1.0,0.0668
2019-06-25,-1,0.0,upper,1.0,0.0958
2019-06-26,-1,1.0,lower,1.0,-0.1506
2019-06-27,-1,1.0,time,5.0,-0.0324
2019-06-28,-1,1.0,lower,3.0,-0.1493
2019-06-29,-1,1.0,time,5.0,-0.0641
2019-06-30,-1,0.0,time,5.0,0.0111
2019-07-01,-1,0.0,time,5.0,0.0585
2019-07-02,-1,0.0,time,5.0,0.0552
2019-07-03,-1,0.0,time,5.0,0.0235
2019-07-04,-1,0.0,time,5.0,0.1107
2019-07-05,-1,0.0,time,5.0,0.0999
